age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
21,Male,Single,Master's,17659.41,1471.62,Unemployed,0.124,583,14319.22,Other,18.06,60,364.08,E5,8,28748.39,19806.21,0,0,0,0
55,Male,Married,Bachelor's,51515.76,4292.98,Employed,0.145,589,9869.49,Car,14.63,60,232.88,E1,3,78954.5,7325.92,1,0,2,0
73,Female,Divorced,High School,67462.51,5621.88,Employed,0.208,726,12874.91,Debt consolidation,6.98,36,397.42,C2,5,69502.18,21143.37,1,0,2,1
51,Female,Single,High School,24823.95,2068.66,Employed,0.109,702,1939.72,Home,10.7,60,41.88,C3,8,22276.78,20433.59,3,0,3,1
64,Male,Single,Bachelor's,41000.2,3416.68,Self-employed,0.238,680,8012.47,Debt consolidation,11.72,60,177.1,C2,3,53346.95,46475.31,3,0,6,1
21,Male,Single,High School,14791.45,1232.62,Self-employed,0.127,713,13486.8,Vacation,11.75,36,446.35,C4,5,18857.26,2139.62,3,0,4,1
23,Female,Married,High School,32682.89,2723.57,Employed,0.172,695,18058.71,Debt consolidation,13.77,36,615.19,C3,5,45793.91,9571.25,1,0,1,1
23,Female,Married,Bachelor's,21771.32,1814.28,Retired,0.097,632,21897.83,Debt consolidation,15.52,36,764.68,D4,6,18362.7,16157.48,0,0,1,1
57,Female,Married,High School,39157.21,3263.1,Employed,0.068,639,20201.63,Other,12.21,36,673.01,D2,9,43001.27,6510.74,2,0,2,1
39,Other,Married,High School,51718.48,4309.87,Employed,0.385,725,13695.36,Home,9.21,36,436.85,C5,7,82109.12,66169.19,2,0,2,0
49,Female,Married,Bachelor's,20451.43,1704.29,Self-employed,0.41,635,11251.04,Car,12.28,36,375.2,D4,6,24975.59,5590.13,2,0,2,1
45,Male,Single,High School,16111.18,1342.6,Employed,0.029,738,11277.07,Car,12.87,60,255.84,C5,7,17548.8,12765.95,2,0,2,1
53,Male,Divorced,High School,34338.7,2861.56,Employed,0.258,670,11205.57,Other,14.41,60,263.12,C4,3,33843.58,8069.95,4,0,4,1
56,Female,Single,Bachelor's,34860.6,2905.05,Employed,0.355,751,13625.04,Debt consolidation,11.94,60,302.67,B1,4,29757.37,25143.11,1,0,1,0
49,Male,Single,High School,33680.17,2806.68,Employed,0.121,820,10465.82,Debt consolidation,9.19,36,333.74,A3,7,51241.02,24616.05,0,0,0,1
46,Female,Divorced,High School,16949.41,1412.45,Employed,0.305,805,16203.55,Other,7.9,36,507.01,A3,5,23437.48,8381.56,1,0,3,1
24,Female,Married,Bachelor's,17087.82,1423.98,Employed,0.258,616,7405.14,Car,10.74,36,241.52,D1,8,28103.12,8704.71,2,0,2,1
69,Female,Married,Bachelor's,41868.73,3489.06,Self-employed,0.306,713,6038.71,Business,6.35,60,117.73,C2,4,31924.04,16070.57,3,0,3,1
34,Male,Single,High School,12176.86,1014.74,Employed,0.199,565,500,Car,15.33,60,11.98,F4,2,17006.44,5016.95,5,0,5,1
70,Female,Married,Bachelor's,17345.2,1445.43,Self-employed,0.127,729,17014.6,Medical,11,60,369.94,C3,6,15176.12,6207.72,0,0,0,1
47,Female,Married,Other,101155.55,8429.63,Retired,0.034,646,9183.16,Car,16.83,36,326.63,D2,4,129432.53,119524.5,5,0,5,1
53,Female,Married,Other,25848.77,2154.06,Employed,0.084,601,10631.69,Business,14.34,36,365.12,E1,2,20297.29,5842.53,1,0,1,1
42,Male,Widowed,Bachelor's,15064.62,1255.38,Unemployed,0.046,677,22722.84,Debt consolidation,10.85,36,742.3,C2,5,24507.38,2048.99,2,0,2,0
68,Female,Single,High School,16588.57,1382.38,Employed,0.164,624,10991.16,Car,12.84,36,369.49,D5,7,21083.98,10383.72,1,0,1,1
23,Female,Married,Bachelor's,74334.87,6194.57,Employed,0.186,533,500,Medical,15.14,60,11.93,F1,9,116126.92,79177.21,2,0,2,1
43,Female,Married,High School,23476.58,1956.38,Student,0.202,611,9136.77,Debt consolidation,11.08,36,299.47,D1,7,27491.06,11326.25,1,0,1,0
41,Female,Single,Bachelor's,32071.48,2672.62,Self-employed,0.099,770,500,Debt consolidation,10.86,36,16.34,B3,2,23525.87,16244.57,1,0,1,1
61,Female,Single,PhD,27047.66,2253.97,Employed,0.06,673,5183.26,Business,6.78,36,159.52,C1,5,31977.85,14638.01,4,0,4,1
43,Male,Single,Bachelor's,14734.66,1227.89,Employed,0.345,631,500,Car,17.98,36,18.07,D2,4,13694.73,9410.82,1,0,1,0
24,Male,Married,Bachelor's,14178.06,1181.5,Employed,0.292,668,38483.69,Debt consolidation,17.77,60,972.42,D2,6,22346.23,14105.48,2,0,2,0
41,Female,Single,High School,46330.4,3860.87,Employed,0.157,651,20713.65,Car,15.68,36,724.96,D5,3,55775.02,6556.73,1,0,2,1
57,Female,Single,High School,17371.96,1447.66,Student,0.137,790,16328.83,Debt consolidation,11.46,36,538.15,B3,6,30607.46,25865.76,0,0,0,1
63,Male,Single,Other,137298.56,11441.55,Employed,0.157,821,32503.87,Debt consolidation,11.1,60,708.33,A4,5,108729.58,21179.34,2,0,3,1
51,Female,Single,Bachelor's,14563.15,1213.6,Employed,0.177,720,24943.62,Other,10.31,36,808.5,C1,5,25583.82,16785.15,1,0,1,1
41,Male,Single,High School,17560.28,1463.36,Employed,0.087,608,30943.49,Debt consolidation,12.56,36,1036.06,E3,6,16669.93,8055.82,1,0,1,0
46,Male,Single,Bachelor's,47596.45,3966.37,Employed,0.289,536,17482.22,Debt consolidation,16.16,36,616,F1,8,62046.37,46059.84,3,0,4,0
61,Female,Married,Master's,39113.91,3259.49,Unemployed,0.11,712,18232.11,Debt consolidation,12.29,60,408.24,C1,6,56001.45,48880.23,0,0,0,0
55,Male,Single,High School,78445.87,6537.16,Employed,0.641,664,18037.92,Car,10.47,60,387.44,D2,5,64190.7,3729.69,3,0,3,1
58,Male,Married,Bachelor's,47620.34,3968.36,Employed,0.181,837,9674.67,Car,9.51,36,309.95,A5,1,32876.52,27617.88,3,0,3,1
44,Male,Married,Bachelor's,71710.32,5975.86,Employed,0.093,536,11485.15,Debt consolidation,12.56,60,258.74,F3,6,66780.45,61706.22,2,0,2,1
31,Female,Married,Bachelor's,94843.92,7903.66,Self-employed,0.265,601,31385.49,Home,16.29,60,768.08,E1,4,114832.98,105118.26,6,0,8,1
61,Male,Single,High School,30091.07,2507.59,Employed,0.372,666,8482.86,Debt consolidation,11.04,36,277.88,D5,7,45301.34,17990.75,5,0,6,0
49,Male,Married,Bachelor's,11548.99,962.42,Employed,0.135,606,36743.38,Car,17.65,36,1321.92,E4,2,13610.16,791.54,1,0,1,1
67,Male,Married,High School,86994.96,7249.58,Employed,0.101,565,36430.1,Car,15.84,36,1277.9,F2,7,51147.2,29324,4,0,4,1
75,Male,Single,Master's,63604.06,5300.34,Employed,0.142,649,13046.62,Debt consolidation,12.17,60,291.34,D2,6,78752.21,24464.98,1,0,3,1
23,Male,Single,Bachelor's,49584.36,4132.03,Unemployed,0.088,645,23324.03,Debt consolidation,10.75,60,504.22,D2,7,50879.73,41550.8,3,0,4,0
21,Male,Single,Other,87405.83,7283.82,Employed,0.317,685,24607.47,Other,11.02,36,805.85,C2,5,85070.36,22771.03,4,0,4,1
72,Male,Single,Bachelor's,34601.85,2883.49,Employed,0.133,739,26516.89,Other,9.84,36,853.63,C5,5,33564.6,27935.71,3,0,4,1
74,Female,Married,High School,25351.77,2112.65,Employed,0.096,635,6276.27,Other,14.98,60,149.25,D5,7,28332.34,19625.35,3,0,5,1
39,Male,Single,Bachelor's,69815.74,5817.98,Self-employed,0.106,776,9377.06,Education,10.58,36,305.13,B4,6,55652.92,39310.85,1,0,1,1
66,Male,Married,Bachelor's,42537.84,3544.82,Unemployed,0.286,750,17973.61,Medical,7.94,36,562.73,B3,6,38609.67,29686.96,3,0,4,0
69,Male,Divorced,Bachelor's,31720.94,2643.41,Employed,0.311,699,14289.33,Other,14.11,36,489.14,C3,3,28115.58,13047.96,0,0,2,1
42,Male,Single,Bachelor's,90508.73,7542.39,Employed,0.287,818,17032.48,Business,7.18,36,527.32,A2,4,63384.28,15670.8,2,0,2,1
34,Female,Single,High School,80963.75,6746.98,Self-employed,0.206,559,14905.57,Car,15.75,60,360.5,F2,7,70886.39,39136.15,1,0,2,1
69,Male,Married,Master's,25906.6,2158.88,Unemployed,0.24,736,21133.04,Other,7.2,60,420.46,C4,2,21728.26,5367.11,6,0,6,0
34,Male,Married,PhD,15113.96,1259.5,Self-employed,0.271,586,8658.55,Debt consolidation,14.15,36,296.56,E4,4,20073.22,8655.92,5,0,5,0
64,Male,Single,Bachelor's,20282.34,1690.2,Employed,0.321,731,13138.43,Car,9.56,60,276.32,C2,3,19185.41,3618.23,1,0,1,1
36,Female,Married,Master's,25502.22,2125.18,Self-employed,0.148,757,524.41,Other,13.66,36,17.84,B1,5,41035.52,37220.26,3,0,3,1
53,Male,Married,High School,27075.74,2256.31,Student,0.263,805,23012.63,Education,12.1,36,765.45,A5,1,38675.72,5243.9,1,0,2,0
33,Female,Married,High School,42748.81,3562.4,Employed,0.295,759,8405.68,Debt consolidation,11.68,60,185.62,B1,3,31880.94,2430.59,2,2,3,1
58,Male,Single,Bachelor's,226065.07,18838.76,Employed,0.37,563,13843.34,Business,13.48,36,469.64,F1,0,321097.22,186198.28,4,0,4,0
69,Male,Married,Bachelor's,66682.9,5556.91,Employed,0.286,723,16519.28,Car,11.59,36,545.45,C2,8,76698.54,62387.97,1,0,1,1
32,Female,Married,Bachelor's,75569.89,6297.49,Employed,0.283,716,500,Debt consolidation,10.94,36,16.36,C2,2,86686.88,45544.72,0,0,3,0
75,Female,Single,Bachelor's,35678.52,2973.21,Self-employed,0.166,520,24613.33,Debt consolidation,16.21,36,867.89,F3,4,29095.8,26021.78,3,0,3,1
71,Female,Single,High School,41650.43,3470.87,Unemployed,0.182,617,27864.01,Debt consolidation,14.82,60,660.25,D2,5,27242.09,23725.84,3,0,4,0
58,Male,Married,High School,49410.96,4117.58,Self-employed,0.032,679,8140.36,Medical,8.99,60,168.94,C2,4,57419.19,37802.02,1,0,1,1
59,Female,Single,High School,74946,6245.5,Employed,0.052,574,13921.49,Education,15.09,60,331.85,F2,6,76394.03,57266.08,1,0,3,1
53,Male,Single,Other,65093.48,5424.46,Employed,0.329,620,30784.02,Home,15.96,60,747.95,D4,5,42059.71,26002.78,2,0,2,1
53,Female,Divorced,Bachelor's,55439.45,4619.95,Employed,0.09,772,18023.11,Home,12.91,36,606.49,B2,3,59748.52,6603.59,2,0,2,1
49,Female,Married,Master's,24708.37,2059.03,Student,0.182,704,12128.19,Business,13.28,36,410.28,C4,3,29182.33,6055.72,1,0,2,0
25,Male,Married,Bachelor's,13070.57,1089.21,Employed,0.113,681,10447.17,Debt consolidation,12.48,36,349.4,C4,7,18729.28,9165.63,3,1,3,1
26,Female,Single,High School,74374.28,6197.86,Employed,0.169,589,500,Debt consolidation,14.66,36,17.25,E1,5,64647.89,42037.27,4,0,4,1
51,Female,Single,Bachelor's,56343.14,4695.26,Self-employed,0.056,636,20295.36,Other,18.57,36,739.54,D2,4,67131.02,9546.97,3,0,3,1
36,Male,Married,Bachelor's,24868.52,2072.38,Employed,0.281,660,33292.73,Business,13.86,36,1135.6,D3,8,29803.78,10130.51,2,0,2,1
51,Female,Married,Bachelor's,139195.77,11599.65,Self-employed,0.477,791,22328.58,Debt consolidation,6.59,36,685.26,B3,8,142994.02,99531.19,4,0,5,1
45,Female,Married,Bachelor's,21881.8,1823.48,Student,0.198,610,19803.85,Debt consolidation,13.41,36,671.19,D1,8,22237.87,10709.8,0,0,0,0
68,Male,Single,Bachelor's,35558.12,2963.18,Employed,0.019,781,6303.94,Debt consolidation,10.4,60,135.18,B2,3,56003.42,53097.45,2,0,2,1
66,Female,Married,Bachelor's,31362.98,2613.58,Employed,0.081,672,6608.07,Car,10.5,36,214.78,C5,3,38737.58,17113.53,1,0,1,1
53,Male,Divorced,High School,24124.01,2010.33,Unemployed,0.074,612,27559.16,Medical,18,60,699.82,D1,1,23201.2,20087.73,1,0,2,0
33,Female,Single,Master's,26685.68,2223.81,Self-employed,0.131,848,17361.59,Car,10.82,60,375.93,A2,6,36671.11,17388.43,3,0,3,1
72,Female,Single,Bachelor's,25014.67,2084.56,Self-employed,0.278,737,15986.04,Business,13.76,60,369.98,C2,5,40804.76,36746.77,2,0,2,1
30,Female,Married,Bachelor's,23527.7,1960.64,Employed,0.238,618,9671.41,Car,15.73,60,233.8,D2,7,42212.48,26393.63,1,0,2,1
44,Male,Married,Master's,50736.06,4228,Employed,0.047,717,6567.2,Education,9.38,36,210,C1,13,61884.42,12756.53,1,0,2,1
30,Female,Single,High School,60706.71,5058.89,Employed,0.052,680,8728.48,Debt consolidation,12.6,36,292.42,C1,3,35727.45,20652.77,1,0,2,1
61,Male,Married,PhD,24843.37,2070.28,Employed,0.431,703,13181.05,Debt consolidation,12.31,36,439.75,C5,6,23140.74,15568.58,1,0,2,1
51,Male,Single,High School,26890.4,2240.87,Employed,0.086,804,20315.03,Debt consolidation,7.46,60,406.69,A1,4,32778.03,15782.83,1,0,2,1
33,Male,Married,High School,45595.84,3799.65,Employed,0.192,515,20163.03,Car,17.86,60,510.47,F4,7,47794.08,27833.38,4,0,4,0
23,Female,Single,Master's,41981.33,3498.44,Employed,0.451,691,16899.42,Medical,11.19,36,554.79,C4,5,57665.63,9989.1,2,0,2,1
70,Female,Single,Bachelor's,39294.02,3274.5,Retired,0.16,686,2981.97,Education,10.51,36,96.94,C3,7,27549.5,11465.83,1,0,2,1
72,Male,Married,Master's,40933.47,3411.12,Employed,0.167,744,500,Medical,11.32,36,16.45,B3,1,57074.36,46451.32,5,0,5,1
54,Female,Married,Bachelor's,52321.88,4360.16,Self-employed,0.25,670,7673.22,Debt consolidation,11.43,36,252.78,C3,8,53248.8,13522.52,2,0,2,0
69,Male,Widowed,Bachelor's,70405.92,5867.16,Employed,0.131,604,22336.16,Business,11.26,36,734.01,E2,4,102188.81,6967.09,2,0,2,1
48,Female,Single,High School,26112.53,2176.04,Employed,0.185,752,6179.54,Debt consolidation,9.81,36,198.85,B5,3,20370.57,16521.28,0,0,0,1
39,Female,Married,Master's,44470.67,3705.89,Employed,0.129,589,16461.59,Debt consolidation,9.39,36,526.47,E2,6,47711.34,2504.97,5,0,5,0
43,Male,Single,High School,27111.8,2259.32,Employed,0.318,593,15253.63,Other,14.73,60,360.72,E2,7,21135.14,14297.65,1,0,1,1
65,Male,Single,PhD,11033.19,919.43,Self-employed,0.013,602,15137.49,Debt consolidation,14.55,60,356.55,E3,5,18127.94,14824.99,2,0,2,0
52,Male,Single,Bachelor's,21211.62,1767.64,Employed,0.264,634,17186.07,Car,13.72,36,585.04,D4,6,16744.79,9417.87,5,1,7,1
33,Male,Single,Bachelor's,106227.97,8852.33,Employed,0.184,674,3248.53,Business,12.81,60,73.6,C1,5,96649.79,64146.29,1,0,2,1
53,Female,Married,High School,67070.9,5589.24,Employed,0.219,715,22466.27,Education,10.01,60,477.45,C1,5,39020.73,20145.18,2,0,3,1
54,Male,Single,Other,10874.05,906.17,Employed,0.151,693,5319.76,Other,9.37,36,170.08,C4,7,13512.48,6410.35,1,0,2,1
53,Female,Married,Master's,23970.81,1997.57,Self-employed,0.339,733,5778.18,Debt consolidation,11.21,36,189.75,C1,5,30972.97,11382.6,5,0,7,1
25,Female,Married,Bachelor's,32774.47,2731.21,Self-employed,0.169,729,500,Debt consolidation,9.2,60,10.43,C3,7,37318.58,17050.43,1,0,1,1
23,Female,Single,Other,37098.9,3091.58,Employed,0.326,817,31299.23,Home,12.19,60,699.24,A5,8,43193.59,15992.65,1,0,1,0
27,Male,Widowed,Other,25923.46,2160.29,Self-employed,0.344,660,16780.05,Car,11.33,36,551.98,D1,4,31131.39,24327.98,4,0,5,0
44,Female,Single,Bachelor's,58243.19,4853.6,Employed,0.109,725,10710.11,Debt consolidation,11.6,36,353.69,C2,3,87940.06,64519.41,0,0,0,1
42,Female,Divorced,High School,90660.26,7555.02,Employed,0.189,818,4060.5,Debt consolidation,6.97,36,125.32,A1,5,58800.74,4906.99,1,0,2,1
65,Female,Divorced,Bachelor's,71608.39,5967.37,Retired,0.139,736,2015.63,Other,9.73,36,64.78,C5,3,64357.89,59582.12,3,0,3,1
43,Female,Divorced,Bachelor's,26154.18,2179.52,Employed,0.044,638,24277.86,Education,12.81,36,815.8,D2,6,29946.12,15486.92,3,0,3,1
50,Male,Married,Bachelor's,15943.39,1328.62,Employed,0.108,618,13369.05,Debt consolidation,11.41,36,440.29,D4,6,28401.26,9858.95,0,0,0,1
38,Male,Single,PhD,52146.83,4345.57,Unemployed,0.052,749,9437.21,Medical,10,60,200.51,B3,6,73539.33,5065.7,1,0,1,1
52,Female,Single,High School,14875.5,1239.62,Employed,0.148,719,500,Car,10.03,36,16.14,C3,7,18534.45,17471.96,1,0,2,1
73,Female,Married,Master's,56420.84,4701.74,Employed,0.135,666,18677.59,Medical,14.52,36,643.08,D1,4,43975.58,6505.22,3,0,5,1
27,Female,Single,Other,85471.91,7122.66,Employed,0.166,850,6051.87,Debt consolidation,7.84,60,122.25,A2,3,54452.23,25122.2,0,0,2,1
53,Male,Married,Master's,49532.82,4127.73,Self-employed,0.079,609,20176.74,Car,14.64,36,695.88,E5,4,72068.1,46484.04,3,0,3,1
25,Female,Married,Bachelor's,18997.24,1583.1,Employed,0.104,572,2449.32,Education,15.16,36,85.1,F2,4,24452.66,14120.91,2,0,3,1
69,Male,Single,Bachelor's,20164.98,1680.42,Employed,0.326,639,6670.33,Debt consolidation,14.79,36,230.54,D1,5,22718.59,10495.02,2,0,2,1
48,Male,Single,Master's,37773.37,3147.78,Employed,0.047,778,22971.68,Car,13.47,36,779.22,B1,3,45675.17,16852.84,0,0,0,1
28,Female,Single,High School,105456.28,8788.02,Self-employed,0.182,573,15424.34,Car,13.88,60,357.94,F5,3,117746.04,31240.77,5,0,5,1
35,Male,Married,Master's,39530.61,3294.22,Self-employed,0.293,610,11659.32,Debt consolidation,15.66,60,281.43,D3,4,47631.02,34145.94,4,0,4,0
72,Female,Single,Bachelor's,18572.87,1547.74,Employed,0.219,657,4227.06,Medical,11.18,60,92.29,D3,4,23017.45,18869.4,3,0,4,0
24,Female,Married,Bachelor's,33947.72,2828.98,Employed,0.046,729,3070.12,Debt consolidation,6.6,60,60.21,C2,5,28877.39,24147.53,1,0,2,1
54,Female,Married,Master's,128943.03,10745.25,Employed,0.323,683,15213.42,Debt consolidation,10.02,36,491.04,C2,5,158746.73,145017.81,4,0,4,1
25,Female,Single,High School,14992.67,1249.39,Employed,0.228,684,4674.48,Debt consolidation,13.8,36,159.31,C2,6,18769.51,5418,2,0,2,1
53,Female,Married,PhD,81861,6821.75,Employed,0.138,850,23864.36,Debt consolidation,10.02,36,770.26,A4,7,99222.83,27638.33,2,0,2,1
25,Male,Married,Bachelor's,29736.1,2478.01,Student,0.399,688,31851.32,Debt consolidation,7.58,60,639.45,C5,3,30736.4,8829.6,5,0,6,0
58,Female,Married,Bachelor's,48553.24,4046.1,Self-employed,0.134,626,11372.13,Education,15.42,36,396.56,D3,4,66435.8,11264.66,4,0,5,1
54,Female,Divorced,Bachelor's,63529.29,5294.11,Employed,0.265,754,25486.01,Debt consolidation,10.59,60,548.93,B4,1,83823.11,67293.77,0,0,0,1
46,Female,Single,High School,23228.92,1935.74,Self-employed,0.08,718,14853.74,Home,12.33,60,332.9,C5,2,16131.65,11765.02,1,0,2,1
21,Female,Single,Bachelor's,73450.79,6120.9,Employed,0.152,719,525.03,Debt consolidation,9.02,60,10.9,C5,3,42509.48,3631.26,1,0,1,1
24,Male,Married,Master's,48804.61,4067.05,Self-employed,0.117,667,17839.08,Other,14.06,36,610.22,D4,7,39917.17,37716.71,3,0,3,1
59,Male,Single,High School,83064.38,6922.03,Employed,0.045,639,9221.67,Home,16.84,60,228.39,D2,5,119669.72,71144.04,1,0,2,1
74,Male,Single,Bachelor's,46284.48,3857.04,Employed,0.115,656,24776.35,Home,14.16,60,578.56,D4,4,28502.87,18466.82,0,0,0,1
46,Female,Married,Master's,114899.14,9574.93,Unemployed,0.359,617,13512.2,Debt consolidation,12.37,36,451.19,D5,4,141261.44,49447.33,3,0,3,0
53,Male,Married,Bachelor's,13526.65,1127.22,Retired,0.101,733,15222.83,Debt consolidation,11.72,36,503.58,C2,5,15527.26,4499.35,2,0,3,1
53,Female,Single,Bachelor's,55331.88,4610.99,Self-employed,0.27,701,12277.55,Debt consolidation,13.6,36,417.24,C3,7,81915.91,74116.34,0,0,0,1
28,Male,Married,High School,43029.87,3585.82,Self-employed,0.17,722,12005.06,Car,11.26,36,394.51,C5,6,47750.94,12619.49,3,0,3,1
40,Female,Single,Bachelor's,19169.64,1597.47,Self-employed,0.258,618,22702.84,Education,12.87,36,763.53,D4,1,15655.28,12761.76,3,0,4,0
36,Male,Married,Master's,79430.08,6619.17,Employed,0.26,669,25833.72,Debt consolidation,10.69,36,841.98,D1,5,63375.83,50015.66,1,0,1,0
41,Male,Married,Bachelor's,18784.82,1565.4,Employed,0.082,774,16360.61,Other,6.89,36,504.35,B2,3,17660.35,4852.17,1,0,1,1
65,Male,Married,High School,55844.05,4653.67,Employed,0.234,596,16254.96,Business,13.42,36,550.99,E4,6,56130.22,49182.13,1,0,2,1
75,Female,Married,High School,28733.37,2394.45,Employed,0.136,689,14386.44,Debt consolidation,14.83,36,497.51,C4,4,27863.5,16603.37,0,0,1,1
46,Male,Single,Bachelor's,143268.76,11939.06,Employed,0.048,665,14924.54,Car,13.87,36,509.14,D3,6,156652.04,70176.52,2,0,5,1
43,Female,Single,Bachelor's,53151.06,4429.26,Unemployed,0.145,679,13312.28,Debt consolidation,14.08,36,455.5,C1,5,60407.67,4436.94,0,0,1,0
38,Male,Single,High School,53958.29,4496.52,Employed,0.3,777,1634.05,Debt consolidation,12.61,60,36.85,B1,3,73087.86,44325.12,1,0,2,1
51,Female,Single,Bachelor's,98322.32,8193.53,Employed,0.29,695,15201.06,Debt consolidation,11.31,36,499.9,C2,6,117883.45,59038.74,2,0,3,1
72,Male,Married,Bachelor's,36987.85,3082.32,Employed,0.339,784,23853.39,Medical,11.74,36,789.32,B5,10,49768.5,8487.5,3,0,4,1
62,Female,Married,High School,49868.55,4155.71,Self-employed,0.304,850,26629.54,Other,11.41,60,584.45,A5,5,53865.37,20916.09,0,0,0,1
32,Male,Single,High School,16657.82,1388.15,Retired,0.144,741,19955.29,Medical,6.96,60,394.76,B1,6,25063.47,17822.44,1,0,2,1
21,Female,Married,Bachelor's,37578.09,3131.51,Unemployed,0.121,683,25744.7,Debt consolidation,12.58,36,862.24,C2,5,53308.08,13001.45,4,0,5,0
62,Male,Married,Master's,38485.32,3207.11,Employed,0.247,735,21949.04,Debt consolidation,9.72,36,705.35,C4,5,31564.1,23401.67,3,0,3,1
29,Female,Single,Bachelor's,11771.43,980.95,Employed,0.218,690,18876.88,Debt consolidation,12.8,36,634.22,C1,5,21951.43,10431.01,0,0,0,1
23,Female,Single,Master's,48163.4,4013.62,Employed,0.147,697,20792.16,Debt consolidation,12.35,36,694.08,C1,5,51657.93,37940.2,2,0,2,1
71,Male,Married,Bachelor's,83494.39,6957.87,Self-employed,0.041,797,500,Car,8.64,36,15.82,B2,1,78185.94,13316.75,0,0,0,1
46,Male,Single,Master's,61708.8,5142.4,Unemployed,0.179,589,12042.8,Vacation,15.5,36,420.42,E1,8,63060.7,55808.86,2,1,2,0
29,Female,Married,Master's,79141.71,6595.14,Employed,0.188,709,6574.2,Debt consolidation,13.44,60,151.07,C4,3,61546.38,54909.17,2,0,2,1
62,Female,Married,Master's,55280.84,4606.74,Employed,0.2,700,13839.07,Debt consolidation,9.99,36,446.48,C3,4,72549.9,30887.51,1,0,2,1
71,Male,Divorced,Bachelor's,37735.41,3144.62,Self-employed,0.156,664,8244.7,Other,14.83,60,195.41,D5,2,52907.55,8190.86,2,0,2,1
36,Female,Single,Other,12284.11,1023.68,Unemployed,0.12,681,18490.75,Business,13.25,60,423.09,C5,5,17509.78,6672.34,2,0,2,0
44,Male,Married,High School,21568.09,1797.34,Employed,0.13,774,13355.78,Debt consolidation,10.41,60,286.47,B3,8,24869.68,3904.66,5,0,7,1
70,Male,Married,High School,38631.94,3219.33,Unemployed,0.314,582,9861.74,Home,16.52,60,242.55,E1,4,59205.72,55584.04,2,0,2,0
34,Male,Single,Master's,26175.27,2181.27,Employed,0.063,594,12433,Business,15.94,60,301.95,E3,7,35293.38,24837.34,2,0,3,1
23,Female,Single,Master's,21000.89,1750.07,Self-employed,0.221,648,13722.16,Debt consolidation,15.23,36,477.23,D5,3,31645.14,25207.82,2,0,2,1
54,Male,Married,Master's,184972.39,15414.37,Employed,0.203,712,12085.15,Home,14.4,36,415.39,C3,8,258601.52,13467.03,2,0,2,0
53,Female,Divorced,Master's,86168.68,7180.72,Retired,0.111,730,17362.36,Medical,10.16,36,561.54,C5,4,82449.61,61196.37,2,0,3,1
70,Female,Married,Bachelor's,134933.62,11244.47,Employed,0.102,635,23987.69,Debt consolidation,14.75,60,567.52,D3,5,202760.61,120092.88,2,0,3,1
44,Male,Married,Other,26531.02,2210.92,Self-employed,0.365,620,6806.78,Home,19.1,36,249.85,D1,8,35583.38,17418.61,2,1,2,1
29,Female,Married,High School,34528.87,2877.41,Retired,0.313,655,14835.97,Education,13.08,36,500.45,D3,3,40505.59,2807.48,2,0,2,1
33,Female,Single,Other,28709.82,2392.48,Self-employed,0.038,629,25080.44,Debt consolidation,9.15,36,799.3,D4,8,27267.63,8530.33,0,0,0,1
22,Male,Single,Bachelor's,11565.13,963.76,Self-employed,0.325,747,27790.15,Home,13.04,60,632.88,B1,5,16285.87,8959.54,2,0,2,1
27,Male,Single,High School,46940.55,3911.71,Unemployed,0.158,726,26687.43,Other,12.92,36,898.18,C1,3,70162.94,57862.64,0,0,0,0
68,Female,Single,Master's,27508.8,2292.4,Employed,0.121,690,11534.76,Business,12.16,36,384,C4,6,34214.24,6199.98,4,0,4,1
41,Other,Married,High School,26758.04,2229.84,Employed,0.093,702,19059.74,Debt consolidation,13.23,36,644.31,C5,1,19295.21,4153.81,0,0,1,1
39,Male,Married,High School,22843.11,1903.59,Retired,0.288,687,12919.65,Other,10.19,36,418.03,C3,3,21489.99,12773.08,3,1,4,1
45,Male,Widowed,High School,35026.19,2918.85,Employed,0.111,716,8759.65,Education,8.09,36,274.86,C1,5,35942.86,5752.53,2,0,2,1
67,Male,Single,High School,57907.99,4825.67,Employed,0.12,780,17716.21,Debt consolidation,10.37,36,574.73,B4,4,89897.94,4512.41,1,0,1,1
42,Male,Single,Master's,20653.09,1721.09,Employed,0.325,671,8993.68,Debt consolidation,13.25,36,304.12,C5,3,31515.1,6107.28,2,0,2,1
31,Male,Married,Bachelor's,29554.73,2462.89,Employed,0.014,514,29791.87,Debt consolidation,15.75,36,1043.72,F1,7,40104.25,35015.52,1,0,2,1
53,Female,Single,Other,31150.82,2595.9,Student,0.11,639,22385.73,Debt consolidation,12.98,60,509.11,D5,6,31766.78,29846.54,3,0,4,0
52,Female,Single,Bachelor's,33507.77,2792.31,Employed,0.139,616,8044.78,Home,9.7,36,258.45,D4,3,48115.19,40423.88,5,0,6,1
41,Male,Single,Master's,22028.67,1835.72,Self-employed,0.078,722,25313.1,Debt consolidation,11.5,36,834.72,C3,7,30811.74,23194.57,2,0,2,1
59,Female,Single,Other,50240.26,4186.69,Employed,0.226,629,15734.79,Debt consolidation,13.48,36,533.81,D2,8,77025.59,67084.18,1,0,1,1
